,BoroCT2010,CT2010,NTACode,tract_fips_10
0,5000900,900,SI22,36085000900.0
1,5012500,12500,SI22,36085012500.0
2,5013301,13301,SI22,36085013301.0
3,5019700,19700,SI07,36085019700.0
4,5002002,2002,SI14,36085002002.0
5,5006400,6400,SI14,36085006400.0
6,5007400,7400,SI14,36085007400.0
7,1002202,2202,MN28,36061002202.0
8,1003200,3200,MN22,36061003200.0
9,1006800,6800,MN21,36061006800.0
10,1008900,8900,MN13,36061008900.0
11,1009600,9600,MN17,36061009600.0
12,1009800,9800,MN19,36061009800.0
13,1010000,10000,MN19,36061010000.0
14,1010200,10200,MN17,36061010200.0
15,1010400,10400,MN17,36061010400.0
16,1011201,11201,MN17,36061011201.0
17,1011202,11202,MN17,36061011202.0
18,1011203,11203,MN19,36061011203.0
19,1011300,11300,MN17,36061011300.0
20,1011402,11402,MN40,36061011402.0
21,1013000,13000,MN40,36061013000.0
22,1014000,14000,MN40,36061014000.0
23,1014601,14601,MN32,36061014601.0
24,1014602,14602,MN32,36061014602.0
25,1014801,14801,MN40,36061014801.0
26,1014802,14802,MN40,36061014802.0
27,1015300,15300,MN14,36061015300.0
28,1015400,15400,MN32,36061015400.0
29,1015601,15601,MN32,36061015601.0
30,1015602,15602,MN33,36061015602.0
31,1016001,16001,MN40,36061016001.0
32,1018400,18400,MN34,36061018400.0
33,1019000,19000,MN11,36061019000.0
34,1020101,20101,MN09,36061020101.0
35,1020102,20102,MN11,36061020102.0
36,1020600,20600,MN03,36061020600.0
37,1021800,21800,MN11,36061021800.0
38,1022000,22000,MN11,36061022000.0
39,1022900,22900,MN04,36061022900.0
40,1023400,23400,MN03,36061023400.0
41,1023900,23900,MN36,36061023900.0
42,1024900,24900,MN36,36061024900.0
43,1025300,25300,MN36,36061025300.0
44,1025700,25700,MN11,36061025700.0
45,1026100,26100,MN36,36061026100.0
46,1026300,26300,MN36,36061026300.0
47,1026700,26700,MN35,36061026700.0
48,1026900,26900,MN35,36061026900.0
49,1027700,27700,MN35,36061027700.0
50,3000501,501,BK09,36047000501.0
51,3002000,2000,BK32,36047002000.0
52,3004100,4100,BK38,36047004100.0
53,3005201,5201,BK31,36047005201.0
54,3005202,5202,BK31,36047005202.0
55,3005800,5800,BK31,36047005800.0
56,3006000,6000,BK31,36047006000.0
57,3006500,6500,BK33,36047006500.0
58,3006700,6700,BK33,36047006700.0
59,3006900,6900,BK38,36047006900.0
60,3007400,7400,BK32,36047007400.0
61,3007600,7600,BK32,36047007600.0
62,3007800,7800,BK32,36047007800.0
63,3008000,8000,BK32,36047008000.0
64,3009800,9800,BK34,36047009800.0
65,3010100,10100,BK32,36047010100.0
66,3010200,10200,BK34,36047010200.0
67,3010400,10400,BK34,36047010400.0
68,3010800,10800,BK34,36047010800.0
69,3011000,11000,BK34,36047011000.0
70,3011400,11400,BK88,36047011400.0
71,3011800,11800,BK34,36047011800.0
72,3012100,12100,BK37,36047012100.0
73,3012801,12801,BK30,36047012801.0
74,3013000,13000,BK31,36047013000.0
75,3013200,13200,BK30,36047013200.0
76,3013300,13300,BK37,36047013300.0
77,3013600,13600,BK31,36047013600.0
78,3013700,13700,BK37,36047013700.0
79,3013900,13900,BK37,36047013900.0
80,3015100,15100,BK37,36047015100.0
81,3015300,15300,BK37,36047015300.0
82,3015500,15500,BK37,36047015500.0
83,3015700,15700,BK37,36047015700.0
84,3016500,16500,BK37,36047016500.0
85,3017000,17000,BK27,36047017000.0
86,3017200,17200,BK27,36047017200.0
87,3017800,17800,BK27,36047017800.0
88,3018200,18200,BK28,36047018200.0
89,3018400,18400,BK28,36047018400.0
90,3018600,18600,BK28,36047018600.0
91,3018800,18800,BK28,36047018800.0
92,3019000,19000,BK28,36047019000.0
93,3019200,19200,BK88,36047019200.0
94,3019400,19400,BK30,36047019400.0
95,3019500,19500,BK69,36047019500.0
96,3019600,19600,BK30,36047019600.0
97,3019700,19700,BK69,36047019700.0
98,3019800,19800,BK30,36047019800.0
99,3020400,20400,BK30,36047020400.0
100,3020800,20800,BK30,36047020800.0
101,3021000,21000,BK30,36047021000.0
102,3021200,21200,BK30,36047021200.0
103,3021400,21400,BK88,36047021400.0
104,3021900,21900,BK61,36047021900.0
105,3022000,22000,BK88,36047022000.0
106,3022100,22100,BK61,36047022100.0
107,3022200,22200,BK88,36047022200.0
108,3022700,22700,BK69,36047022700.0
109,3022900,22900,BK69,36047022900.0
110,3023100,23100,BK69,36047023100.0
111,3023500,23500,BK69,36047023500.0
112,3023600,23600,BK88,36047023600.0
113,3023800,23800,BK88,36047023800.0
114,3024000,24000,BK88,36047024000.0
115,3024200,24200,BK88,36047024200.0
116,3024500,24500,BK75,36047024500.0
117,3024600,24600,BK88,36047024600.0
118,3024700,24700,BK61,36047024700.0
119,3024800,24800,BK28,36047024800.0
120,3024900,24900,BK75,36047024900.0
121,3025000,25000,BK28,36047025000.0
122,3025200,25200,BK28,36047025200.0
123,3025400,25400,BK28,36047025400.0
124,3025600,25600,BK28,36047025600.0
125,3025800,25800,BK28,36047025800.0
126,3026000,26000,BK28,36047026000.0
127,3026200,26200,BK28,36047026200.0
128,3026300,26300,BK75,36047026300.0
129,3026400,26400,BK28,36047026400.0
130,3026600,26600,BK28,36047026600.0
131,3026700,26700,BK75,36047026700.0
132,3026800,26800,BK28,36047026800.0
133,3026900,26900,BK75,36047026900.0
134,3027000,27000,BK28,36047027000.0
135,3027100,27100,BK61,36047027100.0
136,3027200,27200,BK28,36047027200.0
137,3027300,27300,BK35,36047027300.0
138,3027400,27400,BK28,36047027400.0
139,3027600,27600,BK28,36047027600.0
140,3027800,27800,BK28,36047027800.0
141,3027900,27900,BK35,36047027900.0
142,3028400,28400,BK28,36047028400.0
143,3028501,28501,BK78,36047028501.0
144,3028800,28800,BK28,36047028800.0
145,3029000,29000,BK28,36047029000.0
146,3029100,29100,BK35,36047029100.0
147,3029300,29300,BK35,36047029300.0
148,3029600,29600,BK28,36047029600.0
149,3029700,29700,BK61,36047029700.0
150,3029800,29800,BK29,36047029800.0
151,3030000,30000,BK29,36047030000.0
152,3030200,30200,BK29,36047030200.0
153,3030500,30500,BK61,36047030500.0
154,3030900,30900,BK61,36047030900.0
155,3031701,31701,BK61,36047031701.0
156,3032300,32300,BK63,36047032300.0
157,3032600,32600,BK21,36047032600.0
158,3032900,32900,BK60,36047032900.0
159,3033100,33100,BK63,36047033100.0
160,3033300,33300,BK63,36047033300.0
161,3033500,33500,BK63,36047033500.0
162,3033700,33700,BK61,36047033700.0
163,3033900,33900,BK61,36047033900.0
164,3034100,34100,BK61,36047034100.0
165,3034200,34200,BK21,36047034200.0
166,3036300,36300,BK79,36047036300.0
167,3036502,36502,BK79,36047036502.0
168,3038800,38800,BK25,36047038800.0
169,3039600,39600,BK25,36047039600.0
170,3039700,39700,BK78,36047039700.0
171,3039900,39900,BK78,36047039900.0
172,3040100,40100,BK78,36047040100.0
173,3040400,40400,BK29,36047040400.0
174,3040600,40600,BK29,36047040600.0
175,3040800,40800,BK29,36047040800.0
176,3041300,41300,BK78,36047041300.0
177,3041401,41401,BK25,36047041401.0
178,3041500,41500,BK78,36047041500.0
179,3041700,41700,BK78,36047041700.0
180,3041800,41800,BK25,36047041800.0
181,3041900,41900,BK78,36047041900.0
182,3042000,42000,BK25,36047042000.0
183,3042100,42100,BK78,36047042100.0
184,3042600,42600,BK29,36047042600.0
185,3042700,42700,BK77,36047042700.0
186,3042800,42800,BK29,36047042800.0
187,3042900,42900,BK77,36047042900.0
188,3043000,43000,BK29,36047043000.0
189,3043100,43100,BK77,36047043100.0
190,3043200,43200,BK29,36047043200.0
191,3043300,43300,BK77,36047043300.0
192,3043400,43400,BK29,36047043400.0
193,3043500,43500,BK77,36047043500.0
194,3043600,43600,BK29,36047043600.0
195,3043700,43700,BK77,36047043700.0
196,3043900,43900,BK77,36047043900.0
197,3044000,44000,BK46,36047044000.0
198,3044100,44100,BK77,36047044100.0
199,3044200,44200,BK46,36047044200.0
200,3044300,44300,BK77,36047044300.0
201,3044400,44400,BK46,36047044400.0
202,3044600,44600,BK88,36047044600.0
203,3045200,45200,BK46,36047045200.0
204,3045400,45400,BK46,36047045400.0
205,3045600,45600,BK43,36047045600.0
206,3045800,45800,BK43,36047045800.0
207,3046000,46000,BK42,36047046000.0
208,3046400,46400,BK88,36047046400.0
209,3047000,47000,BK88,36047047000.0
210,3047200,47200,BK88,36047047200.0
211,3047400,47400,BK88,36047047400.0
212,3047600,47600,BK88,36047047600.0
213,3048100,48100,BK90,36047048100.0
214,3049500,49500,BK90,36047049500.0
215,3049900,49900,BK76,36047049900.0
216,3050300,50300,BK90,36047050300.0
217,3050500,50500,BK90,36047050500.0
218,3050700,50700,BK75,36047050700.0
219,3050801,50801,BK42,36047050801.0
220,3051001,51001,BK42,36047051001.0
221,3051400,51400,BK42,36047051400.0
222,3051601,51601,BK42,36047051601.0
223,3051602,51602,BK42,36047051602.0
224,3051700,51700,BK73,36047051700.0
225,3051800,51800,BK42,36047051800.0
226,3052000,52000,BK42,36047052000.0
227,3052600,52600,BK42,36047052600.0
228,3052800,52800,BK42,36047052800.0
229,3053000,53000,BK43,36047053000.0
230,3053100,53100,BK75,36047053100.0
231,3053200,53200,BK43,36047053200.0
232,3053300,53300,BK72,36047053300.0
233,3053400,53400,BK43,36047053400.0
234,3053800,53800,BK43,36047053800.0
235,3054200,54200,BK43,36047054200.0
236,3054400,54400,BK43,36047054400.0
237,3055000,55000,BK44,36047055000.0
238,3055200,55200,BK44,36047055200.0
239,3055300,55300,BK73,36047055300.0
240,3055800,55800,BK44,36047055800.0
241,3056000,56000,BK44,36047056000.0
242,3056200,56200,BK44,36047056200.0
243,3056400,56400,BK44,36047056400.0
244,3056500,56500,BK76,36047056500.0
245,3056600,56600,BK44,36047056600.0
246,3056800,56800,BK44,36047056800.0
247,3056900,56900,BK76,36047056900.0
248,3057000,57000,BK17,36047057000.0
249,3057100,57100,BK76,36047057100.0
250,3057200,57200,BK17,36047057200.0
251,3057300,57300,BK76,36047057300.0
252,3057400,57400,BK44,36047057400.0
253,3057600,57600,BK44,36047057600.0
254,3057800,57800,BK44,36047057800.0
255,3058000,58000,BK44,36047058000.0
256,3058600,58600,BK17,36047058600.0
257,3059100,59100,BK76,36047059100.0
258,3059200,59200,BK17,36047059200.0
259,3059300,59300,BK76,36047059300.0
260,3059401,59401,BK17,36047059401.0
261,3059402,59402,BK17,36047059402.0
262,3059600,59600,BK17,36047059600.0
263,3060000,60000,BK17,36047060000.0
264,3061003,61003,BK19,36047061003.0
265,3061200,61200,BK17,36047061200.0
266,3063200,63200,BK17,36047063200.0
267,3063600,63600,BK45,36047063600.0
268,3063800,63800,BK44,36047063800.0
269,3064000,64000,BK45,36047064000.0
270,3064600,64600,BK45,36047064600.0
271,3064800,64800,BK45,36047064800.0
272,3065000,65000,BK58,36047065000.0
273,3065200,65200,BK45,36047065200.0
274,3065400,65400,BK45,36047065400.0
275,3065600,65600,BK45,36047065600.0
276,3065800,65800,BK45,36047065800.0
277,3066000,66000,BK45,36047066000.0
278,3067000,67000,BK45,36047067000.0
279,3067200,67200,BK58,36047067200.0
280,3067400,67400,BK58,36047067400.0
281,3067600,67600,BK58,36047067600.0
282,3067800,67800,BK58,36047067800.0
283,3068000,68000,BK58,36047068000.0
284,3068200,68200,BK58,36047068200.0
285,3068600,68600,BK45,36047068600.0
286,3068800,68800,BK58,36047068800.0
287,3069000,69000,BK58,36047069000.0
288,3069200,69200,BK58,36047069200.0
289,3072800,72800,BK58,36047072800.0
290,3073400,73400,BK58,36047073400.0
291,3073600,73600,BK58,36047073600.0
292,3073800,73800,BK58,36047073800.0
293,3074000,74000,BK58,36047074000.0
294,3074200,74200,BK58,36047074200.0
295,3074400,74400,BK58,36047074400.0
296,3074600,74600,BK58,36047074600.0
297,3074800,74800,BK43,36047074800.0
298,3075000,75000,BK43,36047075000.0
299,3075200,75200,BK43,36047075200.0
300,3075400,75400,BK43,36047075400.0
301,3075600,75600,BK43,36047075600.0
302,3076000,76000,BK43,36047076000.0
303,3076200,76200,BK43,36047076200.0
304,3076400,76400,BK42,36047076400.0
305,3076800,76800,BK43,36047076800.0
306,3077400,77400,BK42,36047077400.0
307,3078400,78400,BK91,36047078400.0
308,3079000,79000,BK95,36047079000.0
309,3079200,79200,BK95,36047079200.0
310,3079601,79601,BK60,36047079601.0
311,3080000,80000,BK60,36047080000.0
312,3080400,80400,BK60,36047080400.0
313,3080600,80600,BK60,36047080600.0
314,3081000,81000,BK60,36047081000.0
315,3081400,81400,BK91,36047081400.0
316,3081800,81800,BK95,36047081800.0
317,3082400,82400,BK95,36047082400.0
318,3083200,83200,BK91,36047083200.0
319,3083600,83600,BK91,36047083600.0
320,3083800,83800,BK91,36047083800.0
321,3084000,84000,BK91,36047084000.0
322,3084600,84600,BK96,36047084600.0
323,3084800,84800,BK96,36047084800.0
324,3085000,85000,BK91,36047085000.0
325,3085600,85600,BK91,36047085600.0
326,3086000,86000,BK91,36047086000.0
327,3086200,86200,BK96,36047086200.0
328,3086400,86400,BK96,36047086400.0
329,3086600,86600,BK96,36047086600.0
330,3086800,86800,BK96,36047086800.0
331,3087000,87000,BK91,36047087000.0
332,3087200,87200,BK91,36047087200.0
333,3087401,87401,BK60,36047087401.0
334,3087800,87800,BK60,36047087800.0
335,3088200,88200,BK96,36047088200.0
336,3088400,88400,BK96,36047088400.0
337,3088600,88600,BK96,36047088600.0
338,3088800,88800,BK96,36047088800.0
339,3089000,89000,BK96,36047089000.0
340,3089400,89400,BK81,36047089400.0
341,3089600,89600,BK81,36047089600.0
342,3089800,89800,BK81,36047089800.0
343,3090200,90200,BK81,36047090200.0
344,3090600,90600,BK81,36047090600.0
345,3091600,91600,BK81,36047091600.0
346,3091800,91800,BK81,36047091800.0
347,3092000,92000,BK81,36047092000.0
348,3092200,92200,BK81,36047092200.0
349,3092400,92400,BK81,36047092400.0
350,3092800,92800,BK96,36047092800.0
351,3093000,93000,BK96,36047093000.0
352,3093800,93800,BK96,36047093800.0
353,3095400,95400,BK50,36047095400.0
354,3095600,95600,BK50,36047095600.0
355,3095800,95800,BK50,36047095800.0
356,3096400,96400,BK50,36047096400.0
357,3096600,96600,BK50,36047096600.0
358,3096800,96800,BK50,36047096800.0
359,3097000,97000,BK50,36047097000.0
360,3098400,98400,BK50,36047098400.0
361,3098600,98600,BK50,36047098600.0
362,3098800,98800,BK50,36047098800.0
363,3099000,99000,BK50,36047099000.0
364,3099200,99200,BK50,36047099200.0
365,3099400,99400,BK50,36047099400.0
366,3099600,99600,BK50,36047099600.0
367,3100400,100400,BK50,36047100400.0
368,3100600,100600,BK50,36047100600.0
369,3100800,100800,BK50,36047100800.0
370,3101000,101000,BK50,36047101000.0
371,3101200,101200,BK50,36047101200.0
372,3101400,101400,BK50,36047101400.0
373,3101600,101600,BK50,36047101600.0
374,3101800,101800,BK50,36047101800.0
375,3102000,102000,BK50,36047102000.0
376,3102400,102400,BK50,36047102400.0
377,3102600,102600,BK50,36047102600.0
378,3111000,111000,BK82,36047111000.0
379,3112000,112000,BK82,36047112000.0
380,3112200,112200,BK85,36047112200.0
381,3112400,112400,BK82,36047112400.0
382,3112600,112600,BK85,36047112600.0
383,3112800,112800,BK85,36047112800.0
384,3113000,113000,BK85,36047113000.0
385,3113400,113400,BK85,36047113400.0
386,3114600,114600,BK83,36047114600.0
387,3115000,115000,BK82,36047115000.0
388,3115200,115200,BK82,36047115200.0
389,3115600,115600,BK85,36047115600.0
390,3115800,115800,BK85,36047115800.0
391,3116000,116000,BK82,36047116000.0
392,3116200,116200,BK82,36047116200.0
393,3116400,116400,BK82,36047116400.0
394,3116600,116600,BK82,36047116600.0
395,3116800,116800,BK82,36047116800.0
396,3117000,117000,BK82,36047117000.0
397,3117201,117201,BK83,36047117201.0
398,3117202,117202,BK83,36047117202.0
399,3119200,119200,BK82,36047119200.0
400,3119400,119400,BK82,36047119400.0
401,2001600,1600,BX09,36005001600.0
402,2002701,2701,BX39,36005002701.0
403,2003300,3300,BX39,36005003300.0
404,2003500,3500,BX39,36005003500.0
405,2003700,3700,BX39,36005003700.0
406,2003800,3800,BX09,36005003800.0
407,2004001,4001,BX55,36005004001.0
408,2004400,4400,BX55,36005004400.0
409,2004800,4800,BX55,36005004800.0
410,2005002,5002,BX55,36005005002.0
411,2006800,6800,BX55,36005006800.0
412,2007000,7000,BX55,36005007000.0
413,2008900,8900,BX27,36005008900.0
414,2012101,12101,BX35,36005012101.0
415,2012102,12102,BX27,36005012102.0
416,2012500,12500,BX35,36005012500.0
417,2012701,12701,BX27,36005012701.0
418,2013000,13000,BX52,36005013000.0
419,2013100,13100,BX33,36005013100.0
420,2014300,14300,BX14,36005014300.0
421,2016200,16200,BX52,36005016200.0
422,2016300,16300,BX99,36005016300.0
423,2016600,16600,BX52,36005016600.0
424,2017500,17500,BX14,36005017500.0
425,2017701,17701,BX14,36005017701.0
426,2017901,17901,BX14,36005017901.0
427,2017902,17902,BX14,36005017902.0
428,2018101,18101,BX14,36005018101.0
429,2018102,18102,BX14,36005018102.0
430,2020200,20200,BX59,36005020200.0
431,2020400,20400,BX59,36005020400.0
432,2020601,20601,BX59,36005020601.0
433,2021601,21601,BX08,36005021601.0
434,2022102,22102,BX63,36005022102.0
435,2022300,22300,BX63,36005022300.0
436,2023200,23200,BX37,36005023200.0
437,2023600,23600,BX37,36005023600.0
438,2023703,23703,BX40,36005023703.0
439,2023704,23704,BX40,36005023704.0
440,2023900,23900,BX40,36005023900.0
441,2024100,24100,BX41,36005024100.0
442,2024300,24300,BX36,36005024300.0
443,2024502,24502,BX36,36005024502.0
444,2024600,24600,BX49,36005024600.0
445,2024900,24900,BX36,36005024900.0
446,2025000,25000,BX49,36005025000.0
447,2025200,25200,BX37,36005025200.0
448,2025400,25400,BX37,36005025400.0
449,2028600,28600,BX37,36005028600.0
450,2028700,28700,BX29,36005028700.0
451,2028800,28800,BX49,36005028800.0
452,2030100,30100,BX29,36005030100.0
453,2031200,31200,BX31,36005031200.0
454,2031400,31400,BX31,36005031400.0
455,2031600,31600,BX31,36005031600.0
456,2031800,31800,BX31,36005031800.0
457,2032400,32400,BX07,36005032400.0
458,2032600,32600,BX31,36005032600.0
459,2033000,33000,BX07,36005033000.0
460,2033800,33800,BX07,36005033800.0
461,2036000,36000,BX31,36005036000.0
462,2036400,36400,BX03,36005036400.0
463,2036502,36502,BX17,36005036502.0
464,2036800,36800,BX44,36005036800.0
465,2037000,37000,BX44,36005037000.0
466,2037200,37200,BX44,36005037200.0
467,2038700,38700,BX06,36005038700.0
468,2039200,39200,BX44,36005039200.0
469,2039400,39400,BX44,36005039400.0
470,2039600,39600,BX44,36005039600.0
471,2039800,39800,BX44,36005039800.0
472,2039902,39902,BX05,36005039902.0
473,2040100,40100,BX05,36005040100.0
474,2040303,40303,BX28,36005040303.0
475,2040304,40304,BX28,36005040304.0
476,2040400,40400,BX44,36005040400.0
477,2040501,40501,BX05,36005040501.0
478,2040502,40502,BX05,36005040502.0
479,2040600,40600,BX44,36005040600.0
480,2040701,40701,BX28,36005040701.0
481,2040702,40702,BX05,36005040702.0
482,2041500,41500,BX05,36005041500.0
483,2042200,42200,BX44,36005042200.0
484,2042300,42300,BX43,36005042300.0
485,2042400,42400,BX44,36005042400.0
486,2042800,42800,BX62,36005042800.0
487,2042902,42902,BX43,36005042902.0
488,2043000,43000,BX62,36005043000.0
489,2043400,43400,BX62,36005043400.0
490,2043600,43600,BX62,36005043600.0
491,2045101,45101,BX62,36005045101.0
492,2015300,15300,BX75,36005015300.0
493,5008900,8900,SI22,36085008900.0
494,4000200,200,QN53,36081000200.0
495,4000400,400,QN53,36081000400.0
496,4000600,600,QN53,36081000600.0
497,4000800,800,QN53,36081000800.0
498,4001000,1000,QN53,36081001000.0
499,4001200,1200,QN53,36081001200.0
500,4001400,1400,QN53,36081001400.0
501,4001600,1600,QN53,36081001600.0
502,4002200,2200,QN53,36081002200.0
503,4002800,2800,QN54,36081002800.0
504,4003100,3100,QN68,36081003100.0
505,4003600,3600,QN53,36081003600.0
506,4003800,3800,QN53,36081003800.0
507,4003900,3900,QN68,36081003900.0
508,4004001,4001,QN53,36081004001.0
509,4004200,4200,QN53,36081004200.0
510,4004401,4401,QN56,36081004401.0
511,4005000,5000,QN56,36081005000.0
512,4005100,5100,QN68,36081005100.0
513,4005200,5200,QN53,36081005200.0
514,4005400,5400,QN56,36081005400.0
515,4006502,6502,QN70,36081006502.0
516,4007300,7300,QN71,36081007300.0
517,4007900,7900,QN71,36081007900.0
518,4009100,9100,QN71,36081009100.0
519,4009400,9400,QN55,36081009400.0
520,4009700,9700,QN72,36081009700.0
521,4010100,10100,QN72,36081010100.0
522,4010200,10200,QN55,36081010200.0
523,4010400,10400,QN55,36081010400.0
524,4010600,10600,QN55,36081010600.0
525,4010800,10800,QN54,36081010800.0
526,4011100,11100,QN72,36081011100.0
527,4011200,11200,QN54,36081011200.0
528,4011300,11300,QN72,36081011300.0
529,4011400,11400,QN54,36081011400.0
530,4011500,11500,QN72,36081011500.0
531,4011600,11600,QN54,36081011600.0
532,4011700,11700,QN72,36081011700.0
533,4011800,11800,QN54,36081011800.0
534,4011900,11900,QN72,36081011900.0
535,4012100,12100,QN72,36081012100.0
536,4012400,12400,QN54,36081012400.0
537,4012601,12601,QN54,36081012601.0
538,4012602,12602,QN54,36081012602.0
539,4012800,12800,QN54,36081012800.0
540,4013000,13000,QN54,36081013000.0
541,4013600,13600,QN60,36081013600.0
542,4014000,14000,QN60,36081014000.0
543,4014300,14300,QN70,36081014300.0
544,4014500,14500,QN70,36081014500.0
545,4014700,14700,QN70,36081014700.0
546,4014900,14900,QN70,36081014900.0
547,4015300,15300,QN70,36081015300.0
548,4015400,15400,QN54,36081015400.0
549,4015600,15600,QN54,36081015600.0
550,4015802,15802,QN55,36081015802.0
551,4016100,16100,QN70,36081016100.0
552,4016400,16400,QN55,36081016400.0
553,4016600,16600,QN55,36081016600.0
554,4016800,16800,QN55,36081016800.0
555,4017200,17200,QN55,36081017200.0
556,4018000,18000,QN55,36081018000.0
557,4018401,18401,QN76,36081018401.0
558,4018402,18402,QN76,36081018402.0
559,4018501,18501,QN31,36081018501.0
560,4018502,18502,QN31,36081018502.0
561,4018600,18600,QN76,36081018600.0
562,4019000,19000,QN76,36081019000.0
563,4023000,23000,QN35,36081023000.0
564,4023200,23200,QN35,36081023200.0
565,4023600,23600,QN35,36081023600.0
566,4023800,23800,QN61,36081023800.0
567,4024700,24700,QN63,36081024700.0
568,4025900,25900,QN63,36081025900.0
569,4026100,26100,QN63,36081026100.0
570,4026600,26600,QN01,36081026600.0
571,4026901,26901,QN29,36081026901.0
572,4026902,26902,QN29,36081026902.0
573,4027000,27000,QN01,36081027000.0
574,4027100,27100,QN29,36081027100.0
575,4027200,27200,QN76,36081027200.0
576,4027300,27300,QN28,36081027300.0
577,4027400,27400,QN76,36081027400.0
578,4027500,27500,QN28,36081027500.0
579,4027700,27700,QN28,36081027700.0
580,4027900,27900,QN28,36081027900.0
581,4028000,28000,QN08,36081028000.0
582,4028100,28100,QN28,36081028100.0
583,4028200,28200,QN08,36081028200.0
584,4028300,28300,QN28,36081028300.0
585,4028500,28500,QN28,36081028500.0
586,4028700,28700,QN28,36081028700.0
587,4028900,28900,QN28,36081028900.0
588,4030903,30903,QN28,36081030903.0
589,4032700,32700,QN28,36081032700.0
590,4032900,32900,QN28,36081032900.0
591,4033700,33700,QN28,36081033700.0
592,4033900,33900,QN28,36081033900.0
593,4034700,34700,QN28,36081034700.0
594,4035100,35100,QN28,36081035100.0
595,4035300,35300,QN27,36081035300.0
596,4036100,36100,QN27,36081036100.0
597,4036300,36300,QN27,36081036300.0
598,4036500,36500,QN27,36081036500.0
599,4036700,36700,QN27,36081036700.0
600,4037100,37100,QN27,36081037100.0
601,4037500,37500,QN26,36081037500.0
602,4037700,37700,QN26,36081037700.0
603,4037900,37900,QN26,36081037900.0
604,4038400,38400,QN08,36081038400.0
605,4039400,39400,QN08,36081039400.0
606,4039900,39900,QN25,36081039900.0
607,4040000,40000,QN08,36081040000.0
608,4040100,40100,QN26,36081040100.0
609,4040200,40200,QN08,36081040200.0
610,4040300,40300,QN26,36081040300.0
611,4041100,41100,QN25,36081041100.0
612,4041300,41300,QN25,36081041300.0
613,4041500,41500,QN25,36081041500.0
614,4043400,43400,QN01,36081043400.0
615,4044301,44301,QN25,36081044301.0
616,4044302,44302,QN25,36081044302.0
617,4044602,44602,QN61,36081044602.0
618,4044800,44800,QN35,36081044800.0
619,4045700,45700,QN29,36081045700.0
620,4045900,45900,QN29,36081045900.0
621,4046100,46100,QN29,36081046100.0
622,4046300,46300,QN29,36081046300.0
623,4046500,46500,QN29,36081046500.0
624,4046700,46700,QN29,36081046700.0
625,4046900,46900,QN29,36081046900.0
626,4048100,48100,QN29,36081048100.0
627,4048300,48300,QN50,36081048300.0
628,4048400,48400,QN07,36081048400.0
629,4048900,48900,QN50,36081048900.0
630,4049500,49500,QN30,36081049500.0
631,4049600,49600,QN34,36081049600.0
632,4049900,49900,QN29,36081049900.0
633,4050201,50201,QN07,36081050201.0
634,4050202,50202,QN07,36081050202.0
635,4050400,50400,QN07,36081050400.0
636,4050600,50600,QN07,36081050600.0
637,4050800,50800,QN07,36081050800.0
638,4051000,51000,QN07,36081051000.0
639,4051200,51200,QN34,36081051200.0
640,4051600,51600,QN34,36081051600.0
641,4051800,51800,QN08,36081051800.0
642,4052000,52000,QN08,36081052000.0
643,4052200,52200,QN08,36081052200.0
644,4052400,52400,QN08,36081052400.0
645,4052500,52500,QN30,36081052500.0
646,4052600,52600,QN08,36081052600.0
647,4053000,53000,QN08,36081053000.0
648,4053200,53200,QN34,36081053200.0
649,4053401,53401,QN33,36081053401.0
650,4053601,53601,QN34,36081053601.0
651,4054000,54000,QN34,36081054000.0
652,4054200,54200,QN34,36081054200.0
653,4054500,54500,QN20,36081054500.0
654,4054700,54700,QN20,36081054700.0
655,4054900,54900,QN20,36081054900.0
656,4055100,55100,QN20,36081055100.0
657,4055300,55300,QN20,36081055300.0
658,4055500,55500,QN20,36081055500.0
659,4055600,55600,QN34,36081055600.0
660,4055800,55800,QN34,36081055800.0
661,4057700,57700,QN19,36081057700.0
662,4057900,57900,QN19,36081057900.0
663,4058100,58100,QN20,36081058100.0
664,4058300,58300,QN20,36081058300.0
665,4058500,58500,QN20,36081058500.0
666,4058700,58700,QN20,36081058700.0
667,4058900,58900,QN20,36081058900.0
668,4059100,59100,QN20,36081059100.0
669,4059300,59300,QN20,36081059300.0
670,4059400,59400,QN33,36081059400.0
671,4059600,59600,QN33,36081059600.0
672,4059800,59800,QN33,36081059800.0
673,4059900,59900,QN30,36081059900.0
674,4060000,60000,QN33,36081060000.0
675,4060600,60600,QN33,36081060600.0
676,4060800,60800,QN33,36081060800.0
677,4061301,61301,QN20,36081061301.0
678,4061400,61400,QN33,36081061400.0
679,4061800,61800,QN66,36081061800.0
680,4062700,62700,QN19,36081062700.0
681,4062900,62900,QN19,36081062900.0
682,4063200,63200,QN66,36081063200.0
683,4064101,64101,QN53,36081064101.0
684,4065702,65702,QN21,36081065702.0
685,4065703,65703,QN21,36081065703.0
686,4065900,65900,QN21,36081065900.0
687,4066000,66000,QN05,36081066000.0
688,4066100,66100,QN21,36081066100.0
689,4066300,66300,QN21,36081066300.0
690,4066701,66701,QN21,36081066701.0
691,4067100,67100,QN21,36081067100.0
692,4067700,67700,QN21,36081067700.0
693,4067900,67900,QN21,36081067900.0
694,4068700,68700,QN18,36081068700.0
695,4069000,69000,QN03,36081069000.0
696,4069300,69300,QN18,36081069300.0
697,4069500,69500,QN18,36081069500.0
